"cmplnt_apr",""
"12010202","立水桥营业厅"
"12010401","奥运洋桥,平乐园营业厅,北京"
"12010202",""
"12010201",""
"12010401","10726"
"12030301",""
"12010401","太平庄"
"12010202","金地格林格林-,奥运洋桥,温榆西路营业厅"
"12010206",""
"12010202",""
"12010402","奥运洋桥,台湖营业厅"
"12010601",""
"12010601","im,公共号池,建外soho"
"12010606","他网小区,s公共号池,上地北,文龙家园交换区,他网小区,s,共号池,上地北,观景园交换区,马坊新村,光改,奥运洋桥"
"240402","新华大街营业厅,新华大街,通州万达广场,东区,奥运洋桥,北京,北京市,通州区,永顺镇,新华西街\,通州万达广场a座\,新华大街营业厅"
"12020202","阳光上东双子座公寓\\11层"
"12010401","中鑫嘉园二期,61081部队住宅小区,都景苑,八家嘉苑小区,奥运洋桥"
"12010205","西单"
"12010202",""
"12010202",""
"12010404","广渠门营业厅"
"12010203","s,号池,西单,b2,99095,西华府三期1号楼3单元2301"
"12010101","昌平世界城二期,奥运洋桥"
"12010202","通州,新建村社区"
"12010202",""
"12010301","15332,上地北,天通苑营业厅"
"240401","海淀北"
"1802010104","建外soho"
"11010101","虎坊路营业厅"
"12010401","奥运洋桥"
"12010402",""
"12010101","北京,北京市,海淀区,厢黄旗东路\,紫成嘉园9号楼4单元\"
"12010301","泰禾拾景园"
"12010206",""
"12010202","北太b24255663"
"12010401","温泉花园b区671401b2,55926"
"12020902","北京市,大兴区,黄村镇,乐园路20号院华润公元28号楼1单元"
"12010402",""
"1404",""
"12010401",""
"240601","珠江国际城,合生世界村,奥运洋桥"
"12010205",""
"12010202",""
"12010401","北京科技职业学院（,昌平校区）,福天伟业北科职校园店,福天伟业北科职校园店"
"12010402","紫峪嘉园,丰台区,长辛店街道,杜家坎9号院,紫峪嘉园"
"12010401","s公共号池,北太b24293210"
"12010401",""
"12010205",""
"12010401","北京,北京市,昌平区,北清路,名佳花园,名佳花园四区18号楼5单元,海淀区,前刚村"
"12010301",""
"12010301","武圣东里）"
"12010301","香悦四季西二区b24315616"
"12010401",""
"12010601",""
"12010301","天通苑北三区北三区13号楼1单元"
"12010602",""
"12010202","建外soho,金惠园三里133301"
"12010401",""
"12010401",""
"12010401",""
"12010102",""
"12010202","大兴孙村,格林云墅-,奥运洋桥"
"12010601","西单,新世纪硅谷,广安门天虹商场合作厅"
"12010403","西单"
"12010101","西单"
"12010401",""
"12010401",""
"130502","右安西里3号楼3单元9"
"12010103",""
"12010401",""
"12010601","奥运洋桥"
"12010202","北京市,朝阳区,十八里店,吕营大街,吕营嘉园206号楼2单元"
"12010301","上地北"
"12010602",""
"12010401","建外soho,绿茵西区一期1号楼1单元"
"12010402",""
"12010401",""
"12010103",""
"130602",""
"12010601","西单"
"12010401","高佃三村,奥运洋桥,房山,长阳营业厅"
"12010103","ims,建外soho"
"240403","静安营业厅"
"12010402","长城"
"12010101","ims,建外soho"
"12010302",""
"11010101","长阳营业厅"
"12010302","冠华苑2区7号楼3单元603,29870"
"12010401","海淀北共用号池,百思特大厦,奥北新华文化创意园,奥运洋桥"
"12010303","建外soho"
"12010103","和平里车站住宅小区b24437813"
"12010401","北京,北京市,通州区,台湖镇,兴光二街5号,泰禾拾景园5号楼\\"
"12010402","上地北"
"12010401","珠江峰景,奥运洋桥,北京,北京市,丰台区,岳各庄青塔西路58号,珠江峰景（资源合作）17号楼"
"12010301",""
"12010401",""
"12010401","西单,丰台区,大成南里二区,长安新城1号楼2单元\"
"12010101","通州"
"12010401","通州"
"12010402","通州,通州"
"12010202",""
"12010401",""
"12010402",""
"12010401",""
"12010401",""
"12010402",""
"12010402","建外soho"
"12010401","ims,建外soho"
"12010403","奥运洋桥"
"12010301",""
"12010101","凯元景祺),次渠南里,次渠北里,桃花岛,靓景明居四期,奥运洋桥ngn"
"12010401","西单,门头沟"
"12010401",""
"12010401",""
"12010402",""
"12010401","ims公共号池,上地北,73070,朝阳老君堂合作厅"
"12040203",""
"12040202",""
"12040203",""
"12010303",""
"14020303","苏家坨住宅小区二期,奥运洋桥"
"14010102","中信新城,奥运洋桥"
"12010202","奥运洋桥"
"12040102",""
"12010402","奥运洋桥"
"12010402","奥运"
"12010301","北太"
"12010402","西单"
"12010401","熙兆大厦,奥运洋桥,黄村营业厅"
"12010202","永丰"
"12010202",""
"12010602",""
"12010401",""
"14010201","北京"
"110504",""
"14020203","ims,建外soho,北京,北京"
"130503","北京,北京市,通州区,马驹桥镇,兴贸二街7号院,首开国风美仑\回迁楼7号楼,21号楼,北京,北京市,通州区,马驹桥镇"
"11010101","北京市,大兴区,北京市,大兴区,地盛北街1号18层"
"110503",""
"110503",""
"110503",""
"11010203",""
"110503","京东商城"
"210101","大北窑营业厅"
"110514",""
"210201","北京"
"110514","云南,丽江,北京市,丰台区,洋桥北里小区"
"110514","京津冀,廊坊,北京,大兴博兴3路,小区"
"210201",""
"210201",""
"110503",""
"110503",""
"110503",""
"240402","北京"
"12040102","北京,海淀区,上地七街,汇众大厦1号楼"
"12010404","北京"
"110503",""
"110504",""
"110503",""
"210103",""
"11010101","黑龙江,哈尔滨市,北京市,朝阳区,大郊亭中街2号院,北京,北京"
"11010101","黑龙江,哈尔滨市,北京市,朝阳区,北京,北京"
"11010101","黑龙江,哈尔滨市,北京市,朝阳区,北京"
"210103",""
"110503","北京,北京,北京"
"110503","北京,北京,北京"
"110503","北京,北京,北京"
"110514","陕西,北京"
"110503","北京,北京市,东城区,崇文门西大街,大连18042637806,北京市,东城区,崇文门西大街"
"2104","北京"
"2103",""
"11010206","江苏省,无锡市,江苏省,北京市,中国电信古城"
"11010107","北京,大兴区,滢海嘉园融元3号苑14号楼3单元,2,北京,大兴区,滢海嘉园融元3号苑14号楼3单元"
"110503","北京"
"12020401","北京"
"210201","北京市,北京"
"110503","四川省,北京"
"110504","四川省,北京"
"110503","四川省,北京"
"11010402",""
"11010102","北京市,密云县,溪翁村云33号,北京,天津"
"12010301","北京市,东城区,东华门街道,东皇城根南街32号院"
"110514","广西省,河池市,金城江区,电信大厦）"
"110514",""
"110514",""
"11010102","北京,朝阳区,金盏乡西村19号一条"
"110514","北京,朝阳区,大郊亭营业厅"
"110503",""
"12010404",""
"11060101",""
"210201",""
"1801020401","北京"
"12010401",""
"12020601","北京市,西城区,车公庄大街9号5栋大楼b座1层,中国电信官园营业厅"
"110514","北京,东城区,北京,东城区,北京"
"17010102",""
"110503",""
"SDZ030208",""
"11010102","北京,朝阳区"
"210103",""
"110514",""
"12010206","顺义公共号池,奥运洋桥"
"170205",""
"240604",""
"12010102",""
"110503",""
"11030301","福建省,永春县,桃城镇,南星村18号,拉萨市,北京市,深圳市,娄底市,深圳市,北京市,许昌市,许昌市,扬州市,东莞市"
"210103",""
"110503",""
"110503",""
"11010101",""
"220102","大兴区,瀛海玉璟园小区10、11号楼"
"220206","大兴区,瀛海玉璟园小区10、11号楼"
"12010402","北京,北京市,朝阳区,五里桥街3号院畅心园（,东都汇）5号楼1单元\"
"110503","三明,三明,北京"
"110503","三明,三明,北京"
"11020107","北京,顺义北京银行科技研发中心宿舍楼,北京"
"110514",""
"110514","北京"
"110503","中华人民共和国"
"110503",""
"SDZ030208",""
"110503","中华人民共和国"
"11010101","北京,北京市,丰台区,南苑机场,北京"
"12010602","昌平区四季家园4号楼4单元"
"110514","沧州市,北京,河北"
"110503",""
"2104",""
"110503",""
"11010101","北京市,朝阳区,首开广场,北京市,朝阳区,首开广场,北京"
"11010101","朝阳,西大望路27号,北京工业大学,蓝芳园"
"1802030101",""
"130207","华为（东四）,建外soho(,ngn)"
"12010405","北京,房山区,紫云家园10号院1-1-1002"
"11010108","北京市,通州区,宋庄镇,窑上村66号,北京市,通州区,宋庄镇,窑上村66号"
"110503","北京,北京,北京,丰台区,大红门,北京,北京,北京,丰台区,大红门"
"11010206",""
"12010601",""
"11050101","北京"
"110503",""
"110503",""
"210103",""
"130501","燕归宁馨小区"
"12010401","北京,北京市,朝阳区,东坝乡,楼梓庄路"
"11010214","江苏,江苏,江苏"
"1102010601","京津冀,保定,北京,大兴机场"
"12010202","北京,北京市,朝阳区\,北苑路168号院,中安盛业（大厦）\,移动渠道拓展中心（,东区）"
"110503",""
"12010404","海南,北京市,朝阳区,朝阳路,杨闸环岛北中百世贸一层02号"
"1102010601","山西,北京市,山西,北京市"
"210101",""
"11010206","河南省,郑州市,广东省,东莞市,广东省,广州市"
"210103",""
"110514",""
"12010302","北京,昌平区,天通苑东一区21号楼4单元501"
"11010102","北京,北京,朝阳区"
"110514",""
"110514",""
"130602",""
"220206","通州区,武兴路,武兴路"
"24010203",""
"220101","辽宁"
"110503","五道口"
"110503","五道口"
"210201","北京"
"110105","成都标杆营业厅,北京"
"110503",""
"110503",""
"240401","宁夏省,青铜峡市"
"12010301","海淀区,叠峰路15号院"
"130101","北京"
"SDZ030208",""
"110503","静安营业厅"
"110503","北京市,朝阳区,尚街购物中心一层,机专卖店"
"240602","北京市,朝阳区,尚街购物中心一层手机专卖店"
"110503",""
"110503",""
"SDZ030208","河南省,平顶山市"
"11010402",""
"110503",""
"11010103","北京,朝阳,王四营盛腾公寓2楼）"
"110503","北京市,西城区,金融街31号"
"11010402","北京市,江西"
"110503","北京市,江西"
"110503","北京市,江西"
"110503","北京市,江西"
"110503","北京"
"110504",""
"2104","宿州,北京,安徽,北京"
"240402","北京市,朝阳区,立水桥电信营业厅"
"110503","北京市,丰台区"
"240602","北京市,丰台区"
"110503",""
"110503",""
"11010102",""
"110503",""
"220101",""
"240402","牡丹园营业厅营业厅,牡丹园营业厅,牡丹园营业厅"
"SDZ030208","广东省,深圳市"
"110503","北京市,昌平区"
"110503","北京市,昌平区"
"12010602","北京市,昌平区"
"110514",""
"110514",""
"12010602","东四）,太平庄(ngn)"
"12010301","北京市"
"12040102","朝阳区,凯旋城g座2,凯旋城"
"110514","朝阳区,凯旋城g座2,凯旋城"
"240403","上海,上海市,浦东新区,新大陆营业厅,上海,北京,四川,成都"
"110503","浙江,浙江,台州市,北京,浙江,浙江,台州市"
"130602","北京"
"24010201","北京,山东省,烟台市,穆平区,玉林店镇,孙格庄村,北京"
"24010204","北京"
"110504","北京,北京市,顺义区,仁和镇,锦悦嘉苑小区7号楼"
"12010401","北京,北京市,海淀区,水木天成小区"
"130102","北京"
"24010102","北京"
"110503",""
"2302",""
"17010203","北京,大兴区,西红门北一街一号院4楼营业厅"
"110503",""
"110514","承德,北京,通州,鹿城镇,大营村,市*路,市*路(,市*县"
"110503","北京市,东城区,朝阳门北大街19-21号,北京市,丰台区,马家堡东路"
"110503",""
"110503",""
"110504",""
"110503",""
"210201","北京"
"110503","美国"
"11010206","辽宁,沈阳,辽宁,沈阳"
"110503",""
"11010203",""
"110503",""
"12010205",""
"110514","北京"
"11010102","中央电视塔,中国第一商城"
"12010401","北京,门头沟区,石门营小区a4小区4号楼1单元801"
"12020401","北京,门头沟区,石门营小区a4小区4号楼1单元801"
"11010203",""
"110503",""
"110514",""
"110503",""
"110503",""
"110503","中国"
"220201","北京,密云区,溪翁镇,北白岩村,密关路"
"2305","陕西,汉中,北京,北京"
"110503","天通苑"
"110514","北京东路1号大十字营业厅"
"11010102",""
"24010102","北京"
"110503","枫蓝国际公寓小区"
"12010601","枫蓝国际公寓小区"
"12010602","枫蓝国际公寓小区"
"24010102","北京市,朝阳区,高碑店乡,八里庄村建国路55号,通惠家园2号楼一单元"
"11010101","昌平区,天通西苑三区18号楼"
"110503","海南,北京,怀柔区,迎宾路"
"240604","北京机场,东直门,大连"
"12020206",""
"2104","北京,一证五号,北京,北京,一证五号"
"110503","北京市,通州区,张家湾祥和公寓"
"110503","顺义,石园大卖场电信营业厅"
"110503",""
"12010401","北京,北京市,昌平区,北街家园七区7号,北街家园7区,北街家园7区7号楼6单元"
"110514",""
"110514",""
"11010206","北京"
"12010201","马坡营业厅,马坡营业厅"
"110503",""
"130501","昌平共用号池,北七家海[UNK]落项目一期,tbd云集中心,绿城阳光,于辛庄新村,于辛庄新村,羊各庄新村,羊各庄新村,豆各庄新村,北方明珠,奥运洋桥"
"12010401","昌平共用号池,北七家海[UNK]落项目一期,tbd云集中心,绿城阳光,于辛庄新村,于辛庄新村,羊各庄新村二期,羊各庄新村四期,豆各庄新村,北方明珠,奥运洋桥"
"110503",""
"11010401",""
"12010302","东城区,南八宝胡同22号"
"110503",""
"110514",""
"110514","河北省,唐山市,丰润区"
"110503",""
"SDZ030208",""
"11010214","四平市"
"110505","北京,北京,佳木斯,北京市,丰牌区,丰牌西路41号院"
"1801020201",""
"110503",""
"220102","黑龙江,北京"
"110503",""
"SDZ030208",""
"110503",""
"11010206","天津"
"110503","北京,陕西,安康"
"110514","北京"
"150705",""
"24020102",""
"240402","广渠门营业厅"
"210103",""
"24010102","北京,北京,北京市,朝阳区"
"2104",""
"12010402","北京,北京市,朝阳区\,东三环中路39号,建外soho12号楼"
"110503",""
"12040104","北京,北京,北京,北京"
"210103",""
"11010101","北京,北京"
"11010102","密云区,东邵渠镇"
"12010601","亦庄,海淀"
"11020101","保定,北京,昌平,南口镇南大街21号,市*路(,市*路(,市*县"
"110503",""
"12020401",""
"1102010601","沧州,北京,大兴机场,市*路(,市*路(街"
"110503",""
"11010401",""
"110514",""
"11010402",""
"110503",""
"130602","北京,北京市,朝阳区\,西大望路24号院住总香榭8号2号楼4单元\"
"12030301","北京市,朝阳区,凤凰城g座1单元2902"
"210103",""
"130207",""
"210103",""
"11010101",""
"130602","北京,朝阳区,郑州,北京,朝阳区,北京,郑州"
"12010401","潘家园南里15号楼"
"11010106","北京,朝阳区,大屯里,北京"
"210103",""
"160101",""
"11010101","b9"
"110503","b9"
"110514","银川,北京,双桥营业厅,北京市,朝阳区"
"110514","银川,北京,双桥营业厅,北京市,朝阳区"
"SDZ030208",""
"110503",""
"110503",""
"11010203",""
"240402","良乡营业厅"
"110503","北京,北京"
"110514",""
"130101",""
"2104",""
"110503",""
"110514","北京市"
"110504",""
"24010102","北京"
"110503",""
"1801010104",""
"12030401","长兴东街9号院3号楼,长阳天地）,信元郊区,房山"
"110503",""
"1102010601","衡水市,北京市,房山区,长阳镇,公议庄,北京"
"SDZ030208","浙江省,杭州市"
"110514","宝山区,牡丹江路电信营业厅,北京,北京"
"110514",""
"12010703","东四）,太平庄(ngn)"
"130602","浙江,北京,杭州市,北京市,北京市,北京"
"17020201","北京,北京,陕西"
"12030302",""
"110503","北京"
"110514","北京市"
"110514","陕西,北京"
"110503","北京市"
"220101",""
"12010401",""
"110514",""
"110503","北京,重庆,北京,莲花桥营业厅"
"110503",""
"110503",""
"11010203","甘肃省,张掖市,甘肃"
"210101","北京,北京"
"11010206","北京营业厅"
"240401","北京,北京市,海淀区,清河龙岗电信营业厅"
"1102010601","京津冀,承德,廊坊飞机场"
"110503",""
"2104","北京,通州区,[UNK]县镇,汀州村,北京,通州区,[UNK]县镇,汀州村"
